포지션명,경력,주요업무,자격요건,우대사항
데이터 엔지니어,경력 5년 이상,"다기관 데이터 소스의 임상 데이터 분석 및 가공 처리
SQL 기반 데이터 추출, 가공 및 문서화
데이터 품질 검증 및 데이터 관련 문제 해결","관련 경력 5년 이상
의료정보시스템(EMR, HIS, CDW, CDM 등) 경험
Enterprise급 RDBMS 의 SQL 활용 능력을 보유
Python 또는 기타 프로그래밍 언어를 사용한 데이터 처리 경험","데이터 마이그레이션 경험
대용량 데이터 처리 경험
분산 데이터 처리 프레임워크(Spark 또는 Hadoop) 경험
정형/비정형 데이터에 대한 전처리(Data preprocessing) 경험
데이터 비식별화(de-identification) 경험
데이터 품질 검증 관련 경험
기술 문서 작성 경험"
Business Consultant (3년 이상),경력 3-5년,"• 전략부터 실행에 이르는 다양한 컨설팅 프로젝트 수행
- 대기업들의 웹3 트랜스포메이션, 중소형 프로젝트의 엑셀러레이션 및 IR전략, 상용화를 위한 Go-to-Market 전략 등 업무 수행
- 명확한 논리 구조를 기반으로 당사의 조언 및 컨설팅 작업물을 보고서(PPT & Word) 형태로 제작
• 메인넷과 웹3 스타트업 간 협업 지원
- 잠재 협력사 대상 투자 및 그랜트 심사
- 다양한 이해관계자 간 의견조율 및 협업점 구체화
- 웹3 스타트업의 Value-up 전략 기획
• 정량/정성적 분석
- 블록체인 및 웹3 관련 리서치 / 데이터 분석","• 블록체인 및 웹3에 대한 높은 관심도
• 금융 혹은 경영 컨설팅 경력 3년 이상
• 원활한 대인 관계 및 커뮤니케이션 능력","• 금융 지식 및 금융업에 대한 이해도
• PPT 및 Word를 활용한 보고서 작성 역량
• 비즈니스 수준의 영어 실력"
[AI] 그로스 마케터,경력 2-12년,"• 'AI카티' 제품 성장 전략 수립 및 실행
• 디지털 광고 캠페인 기획, 실행 및 성과 최적화
• A/B 테스트 및 실험 설계, 결과 분석
• 사용자 경험 분석 및 최적화
• 데이터 분석을 통한 캠페인 성과 리포트 제공
• 크로스-팀 협업 및 콘텐츠 개선","• 그로스 마케팅, 프로덕트 마케팅, 퍼포먼스 마케팅 2년 이상 경험
• 디지털 광고 플랫폼(Google Ads, Facebook Ads 등) 캠페인 관리 경험
• A/B 테스트 및 데이터 분석 경험
• 성과 기반 마케팅 및 ROI 최적화 능력","• 제품 개선을 위한 사용자 피드백 수집 및 분석 경험
• 마케팅 자동화 및 리타게팅 캠페인 경험
• 스타트업 환경에서의 경험"
Product Designer,경력 5-20년,"• 사용자가 자동차보험을 Seamless하게 구매할 수 있도록 디자인해요.
• 결과에 대해 데이터를 기반으로 분석하고 동료들과 토론하면서 개선해요.
• 사용자 관찰을 통해 개선사항을 찾고 적극적으로 제안해요.","• UX/UI 디자인 경력이 5년 이상 있으신 분이 필요해요. (정규직)
• Figma를 능숙하게 다루는 분이 필요해요.","• 데이터를 활용하여 디자인해 본 경험이 있거나 선호하시는 분이면 좋아요.
• PO/개발/데이터 등 다양한 직군과 협업을 선호하시는 분이면 더 좋아요.
• 보험이나 다른 금융 서비스 경험은 없어도 괜찮아요!"
AI 교육 플랫폼 - 웹 프론트엔드 개발자  (재택근무 가능),경력 5-35년,"• Javascript Framewok (React, Vue)을 사용한 차세대 교육플랫폼의 웹 서비스 개발","• 웹 프론트엔드 개발 관련 경력 5년 이상
• HTML, Javascript, CSS 에 대한 기본 지식이 필요
• React 혹은 Vue로 5년 이상 개발 경험이 있으신 분
• GIT 등의 툴을 사용할 수 있는 분
• REST API 연동 경험이 있으신 분
• 프로젝트를 런칭 및 라이브 경험있으신 분
• 다수의 개발자 및 직군등과 원활하게 커뮤니케이션 하며 협업을 하실 수 있는 분
• 포트폴리오 또는 본인이 작성한 샘플 코드 제출 필수 (본인이 작업한 부분을 명확하게 기재)","• 관련 학과 전공자 우대
• 교육 프로젝트 개발 경험이 있는 분
• 웹 게임제작 경험자
• 웹 퍼포먼스 테스트 및 튜닝 경험이 있으신 분
• 적극성, 책임감, 좋은 소통 능력으로 자신이 맡은 업무를 주변 환경과 조화롭게 처리할 수 있는 분
• PM등의 관리자 경험이 있으신 분
• 적극성, 책임감, 좋은 소통 능력으로 자신이 맡은 업무를 주변 환경과 조화롭게 처리할 수 있는 분
• 자기 계발, Meditation, Mindfulness 공부 등을 통해 긍정적으로 자기 자신을 사랑하고
그 사랑을 나누고자 하는 마음을 지니신 분
• 좋은 회사와  긴 호흡으로 함께 성장하며 팀워크를 맞추고 성장하고 싶으신 분"
AI 교육 플랫폼 - 시니어  QA (재택근무 가능),경력 5-35년,"• 차세대 인공지능 영어교육 제품
• (주) 테스트 케이스 설계 및 수행 및 보고를 통한 제품 안정화,
- 시스템/플랫폼 운영, 유지보수, 모니터링, 장애 대응
- (부) 기획 서포트 및 운영 : 간단한 기획 작업 및 운영 역할
• TEST CASE 설계 : 기획서를 바탕으로 제품의 최종 테스트를 설계합니다.
TEST 수행 및 보고 : 계획된 테스트 케이스를 바탕으로 테스트를 수행하며 발생된 버그이력 관리 및
개발 팀 소통하여 제품 안정화 작업","• 5년 이상의 소프트웨어 QA 경험
• PC, 모바일, 타블렛 기반 플랫폼 테스트 경험
• 자동화 테스트 구축 경험
• 지속적인 품질 개선 프로세스 관리 경험 (결함 보고/분석/해결/방지)
• 다양한 시각으로 오류 검출에 가능하고, 책임감과 꼼꼼한 업무처리 능력
• 포트폴리오 또는 본인이 작성한 샘플 콘텐츠 제출 필수 (본인이 작업한 부분을 명확하게 기재)","• 교육 앱 혹은 웹 프로젝트 경험이 있는 분
• 앱 출시 또는 프로젝트 완료 경험이 있으신 분
• 컴퓨터 관련 학과 졸업 혹은 그에 상응하는 역량 보유
• 기획 경험이 있으신 분
• 다양한 이해 관계자들 사이에서 업무를 정의, 조율하며, 원활한 커뮤니케이션이 가능한 분
• PM등의 관리자 경험이 있으신 분
• 적극성, 책임감, 좋은 소통 능력으로 자신이 맡은 업무를 주변 환경과 조화롭게 처리할 수 있는 분
• 자기 계발, Meditation, Mindfulness 공부 등을 통해 긍정적으로 자기 자신을 사랑하고
그 사랑을 나누고자 하는 마음을 지니신 분
• 좋은 회사와  긴 호흡으로 함께 성장하며 팀워크를 맞추고 성장하고 싶으신 분"
AI 교육 플랫폼 - 시니어 서비스 기획자 (재택근무 가능),경력 5-35년,"• 대한민국에서 가장 많이 쓰이게 될  차세대 인공지능 영어교육 제품에서 시스템 및 UI/UX 기획
• 기획 일감 정리 및 스케줄 관리","• 사용자 및 다양한 케이스 따른 UI/ UX 기획, 데이터 디자인 실무 작업 경험
• 모바일 게임/웹/앱 혹은 반응형 웹 기획 경험  (기획도구로 프로토타이핑 가능)
• 서비스기획 유관 관련 경험 5년 이상
• 포트폴리오 또는 본인이 작성한 샘플 콘텐츠 제출 필수 (본인이 작업한 부분을 명확하게 기재)","• 교육 앱 혹은 웹 프로젝트 경험이 있는 분
• 서비스 초기 기획부터 제품 개발 유지보수의 경험이 있으신 분
• AI 시스템 기획 및 관리 경험
• 다양한 이해 관계자들 사이에서 업무를 정의, 조율하며, 원활한 커뮤니케이션이 가능한 분
• PM등의 관리자 경험이 있으신 분
• 적극성, 책임감, 좋은 소통 능력으로 자신이 맡은 업무를 주변 환경과 조화롭게 처리할 수 있는 분
• 자기 계발, Meditation, Mindfulness 공부 등을 통해 긍정적으로 자기 자신을 사랑하고
그 사랑을 나누고자 하는 마음을 지니신 분
• 좋은 회사와  긴 호흡으로 함께 성장하며 팀워크를 맞추고 성장하고 싶으신 분
• 적극성, 책임감, 좋은 소통 능력으로 자신이 맡은 업무를 주변 환경과 조화롭게 처리할 수 있는 분
• 자기 계발, Meditation, Mindfulness 공부 등을 통해 긍정적으로 자기 자신을 사랑하고
그 사랑을 나누고자 하는 마음을 지니신 분
• 좋은 회사와  긴 호흡으로 함께 성장하며 팀워크를 맞추고 성장하고 싶으신 분"
영업관리,신입-경력 3년,"1. 영엽지원
• 매출대장 및 세일즈 통계 관리
• VOC 및 유저 통계 관리
• 국내외 매출 관련 자료 정리 및 경영지원팀 소통
• 견적, 인보이스 등 세일즈 파이프라인 관리 지원
• 시장 조사 및 자료 정리
2. 경영지원
• 경영지원팀 월결산 자료 지원
• 대표이사 주요지표 월간보고
• 주주, 고객 등 주요지표 월간레터 발송","• 엑셀 능숙 필수
• 내외부 커뮤니케이션 능숙
• 밝고 긍정적인 태도, 마인드, 자세 필수
• 책임감 강하신 분
• 자신감과 겸손함을 같이 겸비한 분","• 데이터분석, 통계 능력 등 숫자에 강하신 분 환영
• 스타트업 문화 경험자
• 노션, 드랍박스, 슬랙 능숙한 분 우대
• 비즈니스 영어 가능한 분
• 운동 취미 우대"
DBA (DataBase Administrator) - MySQL,경력 3-5년,"• 담당 업무Aurora MySQL 아키텍처 설계 및 운영
• Mysql 업그레이드 및 마이그레이션
• 데이터베이스 성능 진단 및 최적화, 문제 해결
• 데이터 모델링 및 쿼리 성능 최적화
• 실시간/준실시간 데이터 연동 지원","• 클라우드 및 On-premise 데이터베이스 구성 및 운영을 3년 이상 경험하신 분
• 데이터 모델링, 스키마 관리, SQL 최적화 가능하신 분
• Go, Pytnon, Shell을 이용해 서비스 운영에 필요한 운영 업무 툴을 개발한 경험이 있으신 분
• AWS DMS 및 데이터 파이프라인 구축 경험이 있으신 분","• Aurora MySQL 3.x로 업그레이드 경험이 있으신분
• NoSQL(MongoDB or AWS DocumentDB)를 구성하고 운영한 경험이 있으신 분
• 대규모 이커머스 사이트의 DB 운영 경험이 있으신 분
• 끊임없이 학습하고 동료에게 아낌없이 공유하는 자세와 열정을 갖추신 분
• Slack, Jira, Confluence 기반으로 여러 이해관계자와의 소통에 능숙하신 분
• 각종 장애 발생 시에 근본 원인을 찾아서 해결하는 불굴의 의지를 갖추신 분"
데이터 사이언티스트 (검색/추천),경력 2-7년,"검색추천개발팀의 데이터 사이언티스트는 통계/머신러닝(ML)/인공지능(AI)에 대한 전문 역량을 바탕으로 검색 및 추천 도메인의 문제를 탐구하고 개선합니다. 사용자의 피드백 데이터를 기반으로 고객의 니즈를 파악하고, 탐색 경험을 개선하는 구현과 실험을 지속적으로 수행합니다.
• 검색/추천 서비스 내 ML 모델의 개발·운영
• 프로덕트 요구사항에 적합한 데이터 파이프라인 개발·운영
• 유저 데이터 분석과 이를 기반으로 하는 프로덕트 가설 수립 및 검증
[담당 서비스]
• 상품 검색 시스템 및 API
• 급상승 검색어, 자동 완성, 오타 보정 등 검색 부가 서비스
• 검색/추천 서비스 어드민 및 운영 도구
• 연관 상품 추천 시스템 및 API
• 상품 목록 추천 순 정렬 서비스","• 검색 또는 추천 모델링 분야에서 2년 이상의 실무 경험이 있으신 분
• 통계/머신러닝(ML)/인공지능(AI) 유관 분야 전공자 또는 이에 상응하는 지식을 갖추신 분
• SQL, Python 등의 언어를 활용하여 ML 워크플로구현이 가능하신 분
• 도메인 문제 해결을 위해 관련 분야 리서치를 이해하고 응용하는 역량을 갖추신 분","• 머신러닝 기반의 검색 또는 추천 랭킹 최적화 경험이 있으신 분
• 시맨틱 서치, 자연어 처리, 정보 검색(Information Retrieval) 등의 분야에 전문성이 있으신 분
• AWS 또는 GCP 환경에서 ML 워크플로 구현 및 운영 경험이 있으신 분
• 가설 수립과 실험을 기반으로 프로덕트 핵심 지표를 개선한 경험이 있으신 분"
BI팀 데이터 분석가,경력 8-10년,"• 프로덕트 기능 개선을 위한 로그 설계, AB 테스트, 성과 분석 수행
• 다양한 마트를 설계 및 적재하고 대시보드, 알람 등의 프로덕트를 만들어 제공
• 축적된 데이터를 기반으로 비즈니스 문제를 발굴하고 심도깊은 데이터 분석을 통해 해결안을 제안","• 유관 업무 경력 8년 이상이신 분
• 통계학 기본 지식을 보유한 분
• SQL에 대한 경험, 논리적 사고를 기반으로 하여 가독성 높게 쿼리를 작성하시는 분","• Tableau와 같은 BI 툴을 사용한 데이터 시각화 경험이 있으신 분
• Git을 통한 코드 관리에 익숙하고 Airflow를 활용하여 Data Warehouse 구축 경험이 있으신 분
• Phtyon, R 등을 이용한 데이터 가공 및 분석 경험이 있으신 분
• 커머스, 물류 또는 로그 분석 프로젝트의 경험이 있으신 분
• 컴퓨터 공학, 통계학, 산업공학 등 관련 학위 보유하신 분"
CS/CX 담당자,경력 2-10년,"• 인바운드 고객 유선 상담(소수 응대)
• 카카오톡 채팅 상담
• 주문취소/환불/반품/교환 등 제반 업무
• 이슈와 VOC데이터 수집/분석하여 서비스 품질 및 경험 개선
• CS 운영 관련 스크립트, FAQ 등 고객 가이드 기획 및 관리
※ 상담사 협의, 자율도가 높아 클레임 협의에 어려움이 없어요
※ 응대율 콜 시스템이 아닌 정확한 상담 이력 기록을 중시해요
※ 문의량이 적은 요일에는 기획업무에 집중 할 수 있어요","skill :
-관련 경력 2년 이상이신 분
-커뮤니케이션 능력이 우수하신 분
Mind :
• 긍정적인 마인드를 가지신 분
• 자기주도적인 성장을 하고자 하는 마인드를 가지신 분
• 피드백을 수용하고 적용시키시는 분","-다양한 카테고리의 상품을 경험해보신 분
-다양한 이슈 파악 및 해결 경험이 있으신 분"
브랜드 온라인MD,경력 4년 이상,"• 자사몰 및 외부 판매 채널 상품 등록 및 데이터 관리
• 채널별 판매 실적 분석 및 보고
• 기획전, 프로모션 기획 및 제안
• 신규채널 발굴 및 입점
• 외부 채널 MD와의 커뮤니케이션","skill :
-관련 경력 4년 이상이신 분
-외부채널 입점 제안 및 입점을 진행해보신 분
-채널별 MD와의 원활한 커뮤니케이션이 가능하신 분
Mind :
• 문제 해결 중심의 주도적으로 태도를 가지신 분
• 업무를 진행함에 있어 주도적이신 분
• 목표지향적이며 결과에 대한 피드백을 반영하시는 분","-각 유통 플랫폼, 자사몰 시스템의 이해도가 있으신 분
-브랜드 운영 성공 사례를 보유하신 분"
인공지능 엔진 개발,경력 3년 이상,"● AI(인공지능) 활용한 이미지와 오픈데이터 강화학습, 자체 알고리즘 개발 (LLM/CNN)
● RPA(Robotic Process Automation) 데이터 처리
● 한가지 개발 분야 보다는 다양한 개발 영역의 협업을 통한 성장","● 3년 이상의 개발 경험
● Typescript, Javascript를 잘 이해하고 개발할 수 있는 분
● Linux 기반의 서버 관리 경험","● Front-end 기술(React Native, Python, PHP) 지식 및 활용 경험
● Back-end 기술(node.js, Rest API, DB) 지식 및 활용 경험
● DB/Rest API 설계 경험
● AWS 서비스 활용 경험
● 제품 설계/개발/출시/운영 full-cycle 경험
● Java, Swift, Colton, Objective-C에 대한 사용 경험
● 새로운 언어와 기술을 적극적으로 학습하고 적용하고 싶은 분
● MVVM Clean Architecture 등 아키텍처 설계 및 디자인 패턴에 관심이 많은 분"
콘텐츠 프로듀서 (데이터 사이언스 교육),신입-경력 10년,"【 이런 일을 해요 】
• 데이터 사이언스 분야의 교육 콘텐츠를 제작합니다.
• 콘텐츠 제작을 위한 리서치
• 커리큘럼 기획
• 영상, 노트, 실습, 퀴즈 제작
• 콘텐츠에 대한 피드백과 반영
콘텐츠 프로듀서(콘텐츠 PD)를 쉽게 설명하면, 온라인 강의 콘텐츠를 만드는 '선생님' 역할입니다.
코드잇은 인터랙티브하게 코딩을 배울 수 있는 구독 서비스입니다. 플랫폼 뿐만 아니라 콘텐츠까지 직접 제작하는 것이 코드잇의 차별화 전략입니다. 그리고 이 콘텐츠를 만드는 분들이 바로 '콘텐츠 PD'입니다.
온라인 강의를 만든 경험이 없으셔도 괜찮습니다. 콘텐츠 PD로서의 자질이 보이는 분을 발굴하고, 코드잇이 제공하는 인프라 안에서 좋은 콘텐츠를 제작할 수 있도록 돕는 것이 저희의 임무입니다. 그리고 그 분들이 창출할 가치는 엄청나기 때문에, 조건에 부합하는 분들에게는 확실한 대우를 해 드리려고 합니다.
【 이런 팀에서 일해요 】
콘텐츠 팀은 현 시대의 교육의 문제점을 직면하고, 이를 해결하기 위해 가장 앞단에 있는 팀입니다.
실무 역량과 콘텐츠 역량을 모두 갖춘 훌륭한 팀원들이 모여 수강생 분들이 보다 쉽게 이해하고, 보다 재미있게 배울 수 있도록 항상 고민합니다. 그리고 깊은 고민 끝에 가장 필요한 주제를 선정하여 모든 레슨이 유기적으로 연결될 수 있도록 커리큘럼을 기획하고 콘텐츠를 제작합니다. 단순히 배우는 것에 그치는 것이 아닌, 사람들이 배움의 기쁨을 느끼고 배움에 빠지도록 합니다.","코드잇은 항상 세계 최고 수준의 콘텐츠를 목표로 합니다.
확실하게 검증하고 확실한 분들만 모셔서, 확실한 대우를 해 드립니다.
【 이런 분을 찾고 있어요 】
• 데이터 사이언스 관련 뛰어난 역량과 지식을 갖춘 분
• 데이터 분석에 필요한 수학과 통계학 기본 지식을 깊이 있게 이해하고 있습니다
• 머신 러닝과 딥 러닝 알고리즘에 대한 이해를 바탕으로, 다양한 모델을 구축하고 최적화할 수 있습니다
•  Python, SQL, Excel, Tableau 등의 툴로 데이터 수집, 전처리, 시각화를 능숙하게 할 수 있습니다
•  데이터 사이언스 분야의 최신 동향을 적극적으로 습득합니다
•  콘텐츠 제작 역량이 뛰어난 분
• 이해하기 쉽고 간결한 글을 작성합니다
• 새로운 내용을 빠르고 정확하게 리서치할 수 있습니다
• 설명에 있어서 절대 틀리지 않을 자신이 있습니다
• 사람들이 어떤 것을 어렵게 느끼고, 어떤 것을 궁금해 하는지 잘 파악합니다
• 커뮤니케이션 능력이 뛰어난 분
• 피드백을 이해하고 반영할 자신이 있습니다
•  또 반대로, 좋은 피드백을 줄 수 있습니다
•  효율적이고 깔끔한 커뮤니케이션에 자신이 있습니다","【 이런 분이면 더 좋아요 】
• 교육 분야에 관심이 많은 분
• 데이터 사이언스 분야 실무 경험이 있는 분
• 디자인 감각이나 영상 기획력이 있는 분
• 자신있게 촬영에 임할 수 있는 분
• 코드잇을 수강한 적이 있으신 분
• 영어를 원어민 수준으로 하는 분
• 아래 주제의 교육 콘텐츠를 자신 있게 만들 수 있는 분
• 데이터 분석, 데이터 사이언스, 머신 러닝, 딥 러닝, 컴퓨터 비전, 자연어 처리, 수학과 통계학 등
• Python, SQL, Excel, Tableau, PyTorch, TensorFlow, Hugging Face 등
• 이 외에도 다양한 주제의 콘텐츠를 제작할 예정이니 편하게 지원해 주세요
【 현직 콘텐츠 프로듀서에게 물었어요 】
Q. 이 일을 하면서 가장 좋은 부분은 무엇인가요?
A. 파급력 있는 일을 한다는 점이 즐겁습니다.
온라인 콘텐츠는 도달 범위의 제한이 없잖아요? 그래서 콘텐츠 하나를 잘 만들면 계속해서 많은 분이 이용할 수 있죠. 심지어 우리가 자고 있는 순간에도요.
우리가 만든 교육을 통해 많은 사람들이 프로그래밍을 배우고 뛰어난 개발자가 된다는 점이 참 멋진 것 같아요. 매일 올라오는 후기를 읽는 것도 재미가 쏠쏠하답니다.
Q. 실무를 하다가 콘텐츠 PD로 오셨는데, 두 역할이 어떻게 다른 것 같으세요?
A. 실무에서 일할 때는 보지 못하던 것들을 발견하는 것 같아요.
실무에서는 만들어 내는 것에 초점을 두는 반면, 콘텐츠 PD는 이해하고 원리를 파악하는 것에 초점을 두거든요. 예전에는 일정 맞춰서 만들어 내기 급급해서 지나친 부분이 많았는데요. 누군가에게 가르치려고 그 내용을 다시 보니, 새롭게 깨닫는 것들이 많더라고요. 하나를 가르치기 위해 열 이상을 공부하게 될 때도 많고요. 제대로 공부할 기회가 주어진다는 점이 콘텐츠 PD의 메리트인 것 같습니다."
시각/편집 디자이너,"신입/경력
모집인원: 0명","1. 마케팅 관련 디자인 업무
2. 서비스 디자인 및 편집 디자인
3. 웹디자인
4. IT 서비스 화면설계
5. SNS / 바이럴 컨텐츠 제작",학력: 대졸이상,"• 관련 직무 종사자
• Illustrator, Photoshop, Adobe 활용 능력 상급"
마케터,"신입/경력
모집인원: 0명","1. 디지털/온라인 마케팅
2. 커뮤니티/바이럴 마케팅",학력: 대졸이상,• 관련 직무 종사자
머신러닝 엔지니어 (2년이상),경력 2-4년,"• 법률 및 규제 번역 NMT 모델을 개발합니다.
• 정책 및 규제 챗봇 및 리포트 자동화를 위한 sLLM 모델을 개발합니다.
• 기업 및 산업별 추천 시스템을 개발합니다.
• ML 모델 학습에 필요한 데이터 수집, 전처리, 검증, 버전관리을 포함한 데이터 파이프라인 구축을 합니다.
• ML 모델을 버전별로 관리하고 배포를 자동화합니다.
• FASTApi 및 Docker를 활용한 Restful API 서버를 개발합니다.","• ML 모델 개발 및 관련 경력 2년 이상인 분을 찾습니다. (신입 지원 불가)
• 머신러닝 파이프라인 설계 및 구축 경력이 있는 분을 찾습니다.
• Tensorflow 또는 PyTorch를 활용하여 개발한 경력이 있는 분을 찾습니다.
• RDB/MongoDB/Elasticsearch 개발 경험이 있는 분을 찾습니다.","• Docker 또는 Kubernetes 기반 환경의 서비스 구축 경험이 있으면 좋습니다.
• AWS 또는 GCP 환경에서 서비스를 구현한 경험이 있으면 좋습니다.
• 빅데이터 플랫폼 (Hadoop Ecosystem, Kafka, Elasticsearch 등)을 사용해보신 경험이 있으면 좋습니다.
• 분산 환경에서 대용량 데이터 처리 경험이 있으면 좋습니다.
• 문제를 스스로 정의 / 해결 하고자 하는 의지가 있고, 타 부서와 원활한 커뮤니케이션이 가능한 분과 함께하고 싶습니다."
[AI B2B SaaS] 백엔드 개발자 (2년 이상),경력 2년 이상,"• Python (FastAPI) 서버 개발
• MLOps 파이프라인 설계 및 구현
• CI/CD 파이프라인 설계 및 구현
• 보안 및 규정 준수 DevSecOps 설계 및 구현
• 클라우드 인프라(예: AWS, Azure, GCP) 관리 및 최적화","• 3년 이상의 API 서버/백엔드 (FastAPI, Flask, Django, Spring, Node.js) 개발 경험 또는 그에 준하는 경험
• PostgreSQL 또는 MySQL 사용 경험
• DevOps 전반에 대한 지식
• Docker 및 컨테이너 기술에 대한 이해 및 활용 능력","• 컴퓨터 공학, 소프트웨어 공학 또는 관련 분야 학사 학위 이상 보유한 분
• Prefect, Apache Workflow 등의 Workflow Orchestration Tool 사용 경험이 있는 분
• AI 개발에 관심이 있는 분
• 클라우드 플랫폼(예: AWS, Azure, GCP, NCP, KT Cloud, NHN Cloud) 사용 경험이 있는 분
• CI/CD 도구(Jenkins, GitHub Actions 등) 사용 경험이 있는 분
• Jira, Confluence, Notion, Figma 등의 툴 사용 경험이 있는 분
• 스타트업에서 제품을 성장시킨 경험이 있는 분
• 다양한 기술 스택에 도전해보고 싶은 분
• 백엔드의 맥가이버가 되고 싶은 분"
[AI B2B SaaS] 서비스 기획자 (3년 이상),경력 3-10년,"• 고객 요구사항 파악 (고객 인터뷰, 리서치 등) & 서비스 기획
• 프로덕트 개선 및 신규 프로덕트 런칭 과정 리드
• 프로덕트 요구사항 정의 및 관련 담당자와 협의하여 요구사항 구현
• 서비스 프로세스 개선 및 고객 Pain-point 해결을 위한 사용자 중심의 설계","• PM 또는 서비스 기획 분야에서 3년 이상 경력이 있으신 분
• 고객 인터뷰 진행 경험이 있으신 분
• 개발/디자인/비즈니스 담당자들과 협업 경험이 있으신 분","• B2B 서비스 기획 및 리딩 경험이 있으신 분
• 신사업 출시 및 시장 발굴 경험이 있으신 분
• 스타트업에서 제품을 성장시킨 경험이 있으신 분
• Jira, Confluence, Notion 등 협업 도구와 Figma 등 프로토타입 툴 사용 경험이 있으신 분"
데이터 사이언티스트 머신러닝 연구원(3년이상),경력 3-9년,"• 데이터 사이언티스트(Machine Learning) 연구원
• 스펙트럼 데이터를 머신러닝(ML)을 활용하여 수집, 전처리 및 분석
• ML 알고리즘을 활용한 물질 분류, 농도 예측 및 이상 탐지 모델 개발
• ML을 기반으로 정수기 센서 및 자동화 분석 솔루션 개발","• 4년제 대졸 이상 (전공 불문)
• 실험 데이터 전처리 (Baseline Correction, Normalization, Noise Reduction)
• 주성분 분석(PCA), 부분최소제곱 회귀(PLSR) 등 스펙트럼 데이터 분석 기법 이해","• 석사이상 영어능통자
• 데이터 분석 및 머신러닝 모델 개발 경험 2년 이상
• ML활용한 UV-Vis, NIR, FTIR, Raman 등 분광학적 데이터 처리 경험
• 통계 분석 및 신호 처리 경험 (Signal Processing, Feature Engineering)
• 화학, 재료공학, 환경공학, 바이오 분야 연구 경험"
AML 기획 팀장,경력 10년 이상,"• KYC, WLF, RA등 AML 제도 운영 및 관련 시스템 개선 및 관리
• RBA(Risk Based Approach) 위험평가 모델 운영 및 관리
• 자금세탁방지 관련 교육 및 연수 프로그램 운영
• AML관련 대외, 대관 업무 자료제출, 감독기관 검사 등 대내외 커뮤니케이션
• AML 조직 관리 전반 등","• 10년 이상의 AML 정책 기획 및 운영 경력을 보유한 분
• AML 관련 법령 및 제도, 규제 등 해석 능력을 보유한 분
• 자금세탁방지 제도(법령, 고객확인의무, STR, 내부통제, RBA 등) 전반에 대한 이해와 실무 경험이 있는 분
• 자금세탁방지 시스템 구축 및 운영을 주도적으로 수행힌 분
• 금융당국 감독 검사 등 AML 수검업무를 경험해 본 분","• 자금세탁방지 전문가 (CAMS) 등 AML 관련 자격을 소지한 분
• 가상자산 산업에 대한 관심과 이해가 있는 분
• 자금세탁방지 제도 전반에 대한 이해와 경험이 있는 분
• AML 모니터링 업무에 대한 이해와 실무 경험이 있는 분
• 대/내외 대관 업무 및 금융당국 감사 경험이 있는 분"
경영기획 / 관리 담당자,경력 7년,"• 주요 경영 ​성과 ​지표(KPI) ​수립/모니터링 및 ​실적 분석 보고
• 전사 연간/분기별 ​예산 ​수립 및 ​비용 효율성 분석 ​
• 예산 편성, ​비용 ​효율성 개선 ​및 ​수익성 ​분석 지원
• 단기 및 ​중장기 ​재무 계획 수립 ​및 ​경영 ​전략 지원
• 경영진 및 ​투자자 대상 ​보고서 ​작성 및 ​재무 인사이트 ​제공
• 신규 ​사업 관련 사업 ​타당성 검토 ​및 재무 분석을 통한 데이터 기반 의사결정 지원","학사 이상(경영학, 경제학, 회계학, 금융학 등 관련 전공)
• FA(Financial Analyst) 또는 FP&A 업무 경력 5년 이상인 분
• 기업 재무 분석, 예산 관리, 경영 기획, 수익성 개선 관련 경험 보유한 분
• 투자, M&A, 재무 모델링 및 CDD(Commercial Due Diligence) 경험 보유한 분
• 데이터 분석 및 문제 해결 능력 우수한 분
• Excel, PowerPoint 등 MS Office 활용 능력 및 재무 분석 도구 사용 경험이 있는 분","• 대기업 또는 플랫폼/핀테크/금융권, 전략컨설팅, 투자은행 (IB) 등에서 재무 분석 및 전략 수립 경험 보유
• 블록체인 및 가상자산 산업 재무 구조 이해 보유자
• 영어 및 외국어(written, verbal)에 능통하신 분"
데이터추출 / CPC 업무 담당자,경력 3년 이상,"• 금융감독원 CPC 자료 제출 담당
• SQL을 활용하여 금융 당국 및 기타 기관의 정기 보고서 작성 및 수시 자료 요청 대응
• 보고 자료 기록 관리와 데이터 정합성 검증 및 유지
• 자료 요청에 필요한 신규 데이터 수집","• 복잡한 SQL 작성 및 스크립트를 활용한 데이터 처리 경험이 3년 이상인 분
• 여러 데이터를 종합하여 해석 하실 수 있는 분
[지원서 작성 시 참고해주세요!]
본 직무는 데이터 분석 및 엔지니어링 직무가 아닌, 기관 제출용 데이터 제공, 검증, 정합성 유지에 중점을 둡니다.
아래 내용을 지원서에 포함해 주시면 더 좋습니다.
• 본 직무에 관심을 갖게 된 계기와 자신의 강점
• 이전 경험에서 복잡한 SQL을 활용하여 데이터를 가공·제공했던 사례
• 금융, 핀테크, 블록체인 산업에 대한 관심과 관련 경험","• bigquery, airflow, dbt 등 데이터 처리 및 파이프라인 관련 도구 활용 경험이 있는 분
• 금융 및 블록체인 산업에 대한 이해와 관심이 있는 분
• 금융권 또는 핀테크 업계에서 데이터 처리 경험이 있는 분
• 개발팀과의 협업 경험이 있으며 기술적 지원을 제공할 수 있는 능력을 갖춘 분"
